Time	Value
1390401297073	101.9955247859
1390401297095	101.9716175585
1390401297114	98.9697313397
1390401297133	100.1697897459
1390401297151	99.4896162855
1390401297173	99.9755959078
1390401297194	100.5607149205
1390401297214	101.1774408272
1390401297235	100.8269978701
1390401297255	99.6141995243
1390401297274	100.2712436928
1390401297291	100.8432965982
1390401297312	99.8720491841
1390401297332	100.9920230093
1390401297350	101.1443456202
1390401297370	100.8323680884
1390401297390	100.1452694102
1390401297410	100.2965843151
1390401297430	97.1179993465
1390401297451	96.9950907505
1390401297471	100.9368901919
1390401297496	99.5798609569
1390401297514	100.2705944809
1390401297533	101.3851611852
1390401297559	100.4942243448
1390401297574	100.3407783802
1390401297593	100.1547675035
1390401297619	98.8662700444
1390401297634	100.9610615498
1390401297656	101.0831213831
1390401297680	100.0950912922
1390401297696	100.3529383368
1390401297719	99.4273743178
1390401297736	101.1732975519
1390401297757	101.8859384372
1390401297781	99.4297521464
1390401297797	100.1298136334
1390401297819	100.4928078032
1390401297837	100.3381610471
1390401297859	99.6167773395
1390401297877	99.8401772878
1390401297899	99.450566228
1390401297919	100.2091157748
1390401297937	99.3854700378
1390401297957	100.2600302766
1390401297981	101.6727690431
1390401298001	99.715860141
1390401298020	99.6100104111
1390401298036	99.1780060376
1390401298061	99.4663802083
1390401298081	100.095009496
1390401298102	99.5556291598
1390401298121	99.3446721858
1390401298140	98.7917939513
1390401298162	100.1758795674
1390401298182	101.620224792
1390401298202	101.2961388803
1390401298220	100.706261232
1390401298241	99.7975559472
1390401298263	99.9707051343
1390401298280	100.2159845489
1390401298297	99.805015746
1390401298327	99.0815367918
1390401298361	100.9273267924
1390401298362	101.2082554749
1390401298380	100.4602462328
1390401298398	99.8853468779
1390401298420	99.4244101862
1390401298437	99.9600074845
1390401298457	98.2328630886
1390401298480	99.1898449841
1390401298498	101.8741485248
1390401298518	99.7671798463
1390401298539	98.310179166
1390401298560	101.2188200424
1390401298585	102.0405491623
1390401298605	101.506845308
1390401298625	100.1068413961
1390401298646	99.7704695645
1390401298664	100.7017532154
1390401298685	102.0870175394
1390401298705	99.8886722638
1390401298726	100.501535879
1390401298745	100.3597595296
1390401298766	101.1899111881
1390401298780	101.4273870564
1390401298804	100.1277748304
1390401298826	99.9421331263
1390401298843	100.2650130889
1390401298863	100.9277374442
1390401298881	100.8857684392
1390401298901	101.1317920103
1390401298923	99.7330502733
1390401298947	100.4065115056
1390401298969	98.8336023423
1390401298985	99.6329048476
1390401299009	100.9426766555
1390401299024	101.1705487347
1390401299045	100.9109991523
1390401299070	99.5500812563
1390401299086	100.2347235787
1390401299109	101.1748257461
1390401299125	100.566852178
1390401299145	99.0679033413
1390401299170	99.7334759622
1390401299187	101.1526747397
1390401299209	99.8720491841
1390401299227	100.3562571122
1390401299247	99.7912173956
1390401299266	101.8739813003
1390401299286	101.1081123012
1390401299304	100.4164301301
1390401299330	99.7991057164
1390401299350	102.2177527095
1390401299369	100.7211902007
1390401299386	99.249514149
1390401299406	100.9441298093
1390401299429	100.7103387653
1390401299448	101.650257654
1390401299470	99.8369523673
1390401299489	98.8353826082
1390401299507	100.3923606905
1390401299530	99.4912843904
1390401299549	100.484981447
1390401299573	100.1915019876
1390401299591	99.4876174363
1390401299612	100.9907738375
1390401299632	102.1807952835
1390401299651	100.8420230183
1390401299676	99.6839366681
1390401299687	100.2328466247
1390401299707	101.1262975722
1390401299729	99.2385249096
1390401299746	100.9140177662
1390401299766	100.9775338224
1390401299786	100.3737484957
1390401299806	99.7951532747
1390401299833	100.1900870441
1390401299853	99.3561739228
1390401299874	100.5398390922
1390401299890	100.2404985647
1390401299907	99.4432060956
1390401299934	99.5529800816
1390401299954	101.2680670205
1390401299974	101.3810243751
1390401299993	99.5641154065
1390401300013	100.5094937193
1390401300029	100.3557950291
1390401300049	100.8268883242
1390401300068	100.2715907819
1390401300089	99.783677544
1390401300109	100.7000107239
1390401300129	100.6092193401
1390401300154	101.5406777705
1390401300171	100.5499561778
1390401300196	99.6794193531
1390401300216	101.2999754562
1390401300236	100.9253791566
1390401300254	100.1717404327
1390401300274	100.5799448001
1390401300297	99.474446069
1390401300318	100.3805395416
1390401300336	101.8727380126
1390401300357	101.3940458796
1390401300375	101.4361221786
1390401300395	99.9095289144
1390401300417	100.8604687876
1390401300437	99.4511440317
1390401300458	100.6809280193
1390401300476	99.3673903174
1390401300497	101.7966350759
1390401300517	101.9810534692
1390401300537	99.6545689995
1390401300559	99.2277753926
1390401300576	99.8214628114
1390401300598	100.1870353776
1390401300619	101.2605978507
1390401300636	100.5796802337
1390401300659	100.0980813573
1390401300675	101.9358347724
1390401300696	101.2533317911
1390401300719	99.2392192329
1390401300738	99.5180204152
1390401300759	100.6222930751
1390401300778	101.913945572
1390401300800	102.3522528294
1390401300820	99.2420693147
1390401300840	100.2393125198
1390401300858	101.565376881
1390401300880	101.0238468884
1390401300896	98.3415966793
1390401300917	99.7722823746
1390401300939	100.5799448001
1390401300956	99.2379214629
1390401300980	99.3848110191
1390401301008	99.4429491567
1390401301018	101.0255661341
1390401301041	101.0354846134
1390401301062	100.756385013
1390401301082	99.7039255961
1390401301102	100.0640501431
1390401301123	100.6311604078
1390401301143	100.9267327166
1390401301161	100.0020784806
1390401301181	99.5707735154
1390401301203	100.5330641731
1390401301223	99.6590998261
1390401301243	101.213137168
1390401301265	98.823562331
1390401301281	99.807178115
1390401301301	100.052314132
1390401301324	100.2488648049
1390401301344	102.5589123066
1390401301364	101.4898457914
1390401301384	100.7731117546
1390401301401	99.4809217709
1390401301419	97.4037524066
1390401301445	99.2710356298
1390401301469	99.9773347671
1390401301480	98.1778784632
1390401301501	98.0011784057
1390401301525	100.0565647739
1390401301545	101.3529784489
1390401301562	101.056150503
1390401301586	98.7815287462
1390401301606	99.2302418458
1390401301620	103.0903026215
1390401301642	102.2027904703
1390401301667	98.7783469032
1390401301684	98.0385676227
1390401301704	101.0058603692
1390401301729	102.5842949892
1390401301742	101.5101080029
1390401301761	99.5523564401
1390401301781	100.6655923217
1390401301801	103.1675452567
1390401301821	102.0040041315
1390401301844	100.113012142
